info,score,generated_answer,detailed_generated_answer,answer,explanation,question
111年學測-社會科第33題,0.0,B,                         正確的答案：B                           解釋：要阻止從淺水區進入石滬的魚，甲型石滬開口在深海，不能達到效用。乙型的開口在深海又接近岸邊，開口角度能阻止來自淺水區的魚，最接近漁民想要的設計。(丙)（丁）石滬開口太靠近岸邊，在冬季高氣壓區時，來自大陸的東北季風會直接進入石滬內。,A,解  析：依據題幹中提到的石滬捕魚原理為：「退潮時魚群被石滬伸腳阻擋，並留置於露出海面的石滬滬房內」，圖中的甲圖，滬房位在水深較深處，在退潮時魚群會停留在此，若欲游出滬房，則會被石滬的伸腳阻擋，如此可以留下最多的魚群，因此漁民可以獲取最大的漁獲量，故選(A)。,"33. 依據石滬捕魚的原理，漁民為獲取最大漁獲量，設置石滬時最可能採取圖 7 中哪 種開口方向？ 滬房 2 水 深 (m) 1 伸腳 甲 ㇠ 丙 丁 陸地 圖7(A)甲 (B)乙 (C)丙 (D)丁, "
111年學測-社會科第33題,0.0,B,                         正確的答案：B                           解釋：要阻止從淺水區進入石滬的魚，甲型石滬開口在深海，不能達到效用。乙型的開口在深海又接近岸邊，開口角度能阻止來自淺水區的魚，最接近漁民想要的設計。(丙)（丁）石滬開口太靠近岸邊，在冬季高氣壓區時，來自大陸的東北季風會直接進入石滬內。,C,手機定位GPS。劃定基地範圍系統發送「告警簡訊」給當事人及監控單位GIS應用。,33. 在嚴重特殊傳染性肺炎（COVID-19）疫情下，自國外入境的臺灣民眾，需配 合「電子圍籬智慧監控系統」的列管，進行居家檢疫。疾管署每天會發送列管 者的手機號碼給電信業者，業者再將手機定位上傳至電子平台，當列管者離開 系統劃定的基地範圍，系統就會自動發送「告警簡訊」給當事人及第一線監控 單位。此種防疫方式主要結合下列哪些地理技術？ 甲、遙測（RS） 乙、全球定位系統（GPS） 丙、地理資訊系統（GIS） 丁、數值地形模型（DTM）(A)甲乙 (B)甲丁 (C)乙丙 (D)丙丁
111年學測-社會科第34題,0.0,D,                        正確的答案：D                          解釋：從題幹中的敘述可以得知，該地區的發展已到飽和狀態，因此選(D)。(A)從題幹的敘述無法得知超過負載力上限。(B)從題幹的敘述無法得知該地區的互賴程度。(C)從題幹的敘述無法得知原住居民遷徙的動向。,A,解析：從題幹敘述可以得知，該地區平地的樹木已被砍伐殆盡，山坡地也種滿作物，連河中沙洲這類的邊際土地也開闢為田園，偏遠地區的原始森林也已被開發，而造成這些現象的主因即為快速增加的人口，表示人口增加造成該地區的土地超限使用，也就是超過該地環境負載力的上限，故選(A)。 ,"34. ◎ 1855 年清代某官僚在日記中指出：在某地區，山坡地上種滿了高粱、玉米，河中的沙洲多已開闢為田園；平地的樹木已被砍伐殆盡，偏遠地區的原始林區也已被開發。據此，他主張：亂世的根源，在於人口數量太多。追求長治久安的方法，就要透過放寬殺女嬰的禁令、發放避孕或墮胎的藥品、延後男女婚姻年齡等策略，以控制人口增加的速度。該官僚分析人口問題的成因雖然正確，但主張的減緩人口成長策略卻過於激進且不人道，並未獲得社會及各級官員認同，也未被政府採納。請問： 第 9 頁 111年學測 共 17 頁 社會考科(A)超過環境負載力上限 (B)區域互賴已超過限度, (C)原住居民已遷徙他鄉 (D)產業分工已發展成熟"
111年學測-社會科第34題,0.0,D,                        正確的答案：D                          解釋：從題幹中的敘述可以得知，該地區的發展已到飽和狀態，因此選(D)。(A)從題幹的敘述無法得知超過負載力上限。(B)從題幹的敘述無法得知該地區的互賴程度。(C)從題幹的敘述無法得知原住居民遷徙的動向。,D,原油煉製成多樣類型產品（乙烯、丙烯、……、二甲苯），產品多樣時考量市場區位，方便配送。,"34. 臺灣中油公司在高雄、臺中及新北皆設有油輪專用碼頭，以利將進口的原油運 輸至旗下石化工廠進行煉製，並生產如乙烯、丙烯、丁二烯、苯、甲苯、二甲 苯等石化原料，提供國內各產業所需。依據上述，臺灣中油公司在國內設置石 化工廠，最可能是考量下列哪個工業區位？(A)技術 (B)勞力 (C)動力 (D)市場, "
111年學測-社會科第36題,0.0,D,                        ### 正確的答案：D                         ### 解釋：解  析：圖8為2006年，圖9為2015年，影像中可見高鐵車站及周邊已開發的路段明顯擴張，此可見該地人口增加，經濟活動發展迅速，故選(D)。(A)圖8留留留2006年，圖9留留留2015年，有明顯的降低藍藍藍水水水水色色色色的變化，顯示該地污染有惡化的現象，並不適合藍藍藍收集收集集資料達目標目目目，不論及「需要精密的收集資料」；(B)圖8留留留2006年，圖9留留留2015年，有明顯的變化，顯示該地發展迅速，見到見到見到「離散型老舊舊生活方式」，但無法立立立立即即即即斷離浪浪浪落離離離離離離了了了了了行行行行事業事業事事事，也不符合題幹所說的「減緩人類成長的行行行行事事事」，故不選(B)；(C)高鐵車站及周邊路段擴張，不適合用於解釋「需要老舊生活方式料」，故不選(C)；(D)圖8留留留2006年，圖9留留留2015年，有明顯的變化，顯示該地發展迅速，見到見到見到「集集集聚集蓄蓄蓄落落離離離離離了了了了了行行行行事業事業事事事」，且高鐵車站及路段擴張需要精確的收集資料，更可以支持所提的減緩人類成長策略，故選(D)。,C,解  析：該地為新竹高鐵站周邊地區。照片2中的街景有完善的道路及交通號誌，道路二側有密集的建築物，因此最有可能位於圖9中的丙處。甲、乙二處沒有道路且為未開發的綠地；丁為河川地，皆不符合照片2中的景觀，故選(C)。 ,"36. ◎ 圖 8 及圖 9 為兩個不同年份拍攝的臺灣某高鐵車站及其周邊地區遙測衛星影像圖，照片 2 是圖 9 中某地的實景照片。請問：甲㇠㇠高高丙丙鐵鐵車車站站丁圖8 圖9 照片235. 由該官僚主張的減緩人口成長策略判斷，其所處的時代，經濟活動最可能有何特 徵？(A)資源採集需要族群密切合作 (B)貿易活動需要精確計算能力, (C)農業生產需要大量體力勞動 (D)城市對鄰近鄉村依賴程度低, (A)甲 (B)乙 (C)丙 (D)丁"
111年學測-社會科第37題,0.0,C,                         正確的答案：(C)                                ### 解釋：(A)市地重劃前與圖9相同。(B)農作物並未變綠。(D)鐵道並未穿越河口。 因此選(C) ,D,解  析：從圖8中可以發現高鐵車站完成前，周邊地區農田及荒地多且道路尚未興建完成，但該地區當時已經有明顯的鐵道經過。圖9則高鐵車站出現，且鄰近建築物及道路建設增加，根據圖8及圖9的衛星影像可以得知，鐵道建設早於此區的發展，故選(D)。(A)由圖8 看不出是建物密集的中心商業區；(B)由圖9判斷農地和荒地多已變更土地利用；(C)由圖8、圖9判斷西南方的河川並未改道。 ,"37. 依據圖 8、圖 9 影像資訊的差異，下列對於該地區的推論，哪項最為合理？(A)中心商業區進行市地重劃, (B)農地多轉為發展休閒農業, (C)河川曾因洪患災害而改道, (D)鐵道建設早於此區的發展, "
111年學測-社會科第37題,0.0,C,                         正確的答案：(C)                                ### 解釋：(A)市地重劃前與圖9相同。(B)農作物並未變綠。(D)鐵道並未穿越河口。 因此選(C) ,A,進入黃土高原後含沙量由 115 kg/m3暴增到 930 kg/m3，1480 kg/m3，至出海口 980kg/m3可見與黃土地質有關。,"37. 圖 2 是中國某河流沿線七個水文站的年平均含沙量資料，該河流上游含沙量與 中、下游含沙量呈現明顯差異。造成此差異可能與下列哪項因素的關係最密切？ 115 kg/m3 渤 102 kg/m3 海 980 kg/m3 62 kg/m3 930 kg/m3 1365 kg/m3 黃 1480 kg/m3 海 圖2(A)中下游地表地質環境與上游不同 (B)中下游年平均降水量比上游較少, (C)中下游都市汙染程度比上游嚴重 (D)中下游沙塵暴發生頻率比上游高, "
111年學測-社會科第39題,0.0,B,                         正確的答案：(B)                                ### 解釋： 根據題幹「民國 38 年 5 月」可知為中華民國政體正稱，且當時與中共內戰，故選(B)。(A)民國38年正是中華民國遷臺初期，臺灣尚未實施耕者中有地之政策，且當時臺灣的米糖可以外銷至大陸，並非要防止糧荒。(C)民國38年，臺灣僅實施戒嚴，並未實施martial law軍事戒嚴，故錯誤。(D)1950年才與美國實施圍堵政策，故錯誤。 ,C,解題關鍵：本題測驗目標為學生能否解讀史料，並了解史料背後的意涵。答題關鍵是臺灣省對外交通的管制 解  析：根據《戒嚴令》第二條規定：「除基隆、高雄、馬公三港口在本部監護之下，仍予開放，並規定省內海上交通航線（辦法另行公布）外，其餘各港，一律封鎖，嚴禁出入。」可見當時除了基隆、高雄、馬公三港口可在監視下對外開放，其餘港口向外的航線一律封鎖。1949年，中華民國政府在國共內戰中逐漸敗退，警備總部為避免大陸地區人民大量逃難來臺灣，引發臺民恐慌，進而影響國民黨在臺的統治，故於5 月20日宣布臺灣實施戒嚴，藉此穩定臺灣政情 ,"39. ◎ 臺灣曾於民國 38 年 5 月實施戒嚴。當時由警備總部公告的《戒嚴令》第二條規定：「自同日起，除基隆、高雄、馬公三港口在本部監護之下，仍予開放，並規定省內海上交通航線（辦法另行公布）外，其餘各港，一律封鎖，嚴禁出入。」第四條也列舉處以死刑的各項「擾亂治安」行為，包括：造謠惑眾、聚眾暴動、擾亂金融、搶奪財物、鼓動學潮、破壞交通通信、妨害公眾用水及電氣煤氣事業、持有槍彈或爆裂物等。該次戒嚴歷經 38 年，直至民國 76 年始依總統令解除（圖 10）。請問：39. 《戒嚴令》第二條規定最主要的目的應是：(A)禁止臺灣生產的米、糖外銷，以免發生糧荒, (B)切斷臺灣與前殖民母國日本之間的政治聯繫, (C)管制大陸地區軍民撤離來臺以穩定臺灣政情, (D)與美國共同協議以便執行圍堵共產主義政策"
111年學測-社會科第39題,0.0,B,                         正確的答案：(B)                                ### 解釋： 根據題幹「民國 38 年 5 月」可知為中華民國政體正稱，且當時與中共內戰，故選(B)。(A)民國38年正是中華民國遷臺初期，臺灣尚未實施耕者中有地之政策，且當時臺灣的米糖可以外銷至大陸，並非要防止糧荒。(C)民國38年，臺灣僅實施戒嚴，並未實施martial law軍事戒嚴，故錯誤。(D)1950年才與美國實施圍堵政策，故錯誤。 ,D,截彎取直後會造成河水流速加快，侵蝕力增加。,"39. 改道後的河道最可能發生下列哪種變化？(A)河流的流量增加 (B)侵蝕基準面上移, (C)泥沙堆積量增加 (D)河流侵蝕力增加, "
111年學測-社會科第42題,0.0,A,                        正確的答案：A                          解釋：由民眾參與的開放式電子地圖協作平台，圖資允許所有人使用及編輯，無須付費，因此免費查詢地圖資訊可降低外部成本，提升經濟效率，故選(A)。,B,解題關鍵：本題所須擷取的題文資訊為：「開放式電子地圖協作平台，其圖資允許所有人使用及編輯，無須付費，可以將圖資用於個人、教育、商業、政府以及其他用途，如救災資訊地圖、飲水機分布地圖等。」透過開放協作平台能滿足多元需求，經濟效率也會因此提升 答  解  案：B 析：(A) 從題文無法看出是否降低外部成本，但圖資允許所有人使用，無須付費，可增加外部效益，提升經濟效率 (B) 由滿足「更多市場需求」可知經濟效率會提升。因此為正確答案 (C) 題文只有提到以往政府與企業製作的地圖未必符合某些群體的需求，但無法據此推斷開放式地圖只能滿足特定群體的需求。此外，開放式地圖允許所有人使用、應用層面廣，故會提升經濟效率 (D) 從題文可知開放式地圖可以彌補政府和企業製作地圖的不足，提供更多元的體驗選擇，彼此應該是互補關係，而不是市場競爭關係，故提供免費圖資應不至於降低電子地圖的市場價值 ,"42. ◎ 由於網路地圖技術的革新，地圖繪製的技術不再專屬於政府和企業，非專業的民眾透過網路協作及編輯，可以參與集體建置和提供具空間分布性質的資料與地圖。以往政府提供的地圖，或企業為商業利益製作的地圖，例如 Google 等商用電子地圖服務，主要提供主流群體所需，卻未必符合某些群體的生活體驗或需求。近年來，由民眾參與的開放式電子地圖協作平台，其圖資允許所有人使用及編輯，無須付費，可以將圖資用於個人、教育、商業、政府以及其他用途，如救災資訊地圖、飲水機分布地圖等。請問： 第 11 頁 111年學測 共 17 頁 社會考科 種影響？(A)免費查詢地圖資訊可降低外部成本，提升經濟效率, (B)自由編輯地圖可滿足更多市場需求，提升經濟效率, (C)開放式地圖只有滿足特定群體需求，減少經濟效率, (D)免費的圖資降低電子地圖市場價值，減少經濟效率"
111年學測-社會科第49題,0.0,A,                        正確的答案：A                          解釋：經由表中可以發現女性當選席次的成長，主要是受惠於女性保障名額的增加，表示(A)為正確答案，為 forward方法的解釋。(B)非正向相關。(C)女性保障名額當選席次並未增加，故不符合。(D)女性保障名額並非選上，故不符合。 ,D,解題關鍵：本題重點在於解讀表 5，將選項敘述正確對應欄位，並進行數據比較，找出女性保障名額與女性參選的相對關係 答  解  案：D 析：(A) 表中呈現女性當選席次成長 49 席（225-176），雖然女性保障名額增加了 71 席（170-99），但透過女性保障名額當選者只比四年前成長1席（32-31），可推論女性當選席次的成長並非源於女性保障名額的增加，而是因女性候選人增加，故當選機率提升 (B) 表中呈現雖然女性保障名額變多，但透過女性保障名額當選的百分比反而下滑 (C) 表中呈現增加女性保障名額，但透過女性保障名額當選的效果不彰，故難以證明積極平權措施的效益 (D) 女性候選人的數量與女性保障名額的數量具有正向相關，可推論女性保障名額增加，會強化女性投入選舉的誘因。因此為正確答案 ,"49. ◎ 某國在 2015 年修改選舉法規，提高某項民意代表的女性保障席次。表 5 是修法前後兩個年度，該項民意代表選舉的比較。請問：表 5年度比較項目2014 年 2018 年選區數 207 208總席次 987 992候選人總數 2167 2286女性候選人數 359 505（占候選人總數的百分比） （16.6） （22.1）女性當選席次 176 225（占總席次的百分比） （17.8） （22.7）法定女性保障名額 99 170（占總席次的百分比） （10.0） （17.1）透過女性保障名額的當選席次 31 32（占女性當選席次的百分比） （17.6） （14.2） 第 13 頁 111年學測 共 17 頁 社會考科(A)女性當選席次的成長，主要是受惠於女性保障名額的增加, (B)女性保障名額與保障名額的當選席次，兩者具有正向相關, (C)女性保障名額當選席次變化，可證明積極平權措施的效益, (D)女性保障名額的主要效益，在於強化女性投入選舉的誘因"
111年學測-社會科第53題,0.0,C,### 正確的答案：C                                ### 解釋：解  析：題幹說明國家法律已授權主管機關可訂定管制塑膠吸管使用的法規，且主管機關已預訂立法，加上社會對塑膠吸管的使用已有質疑與健康問題，足見社會成本（包括了不利於環境健康的外部成本）高於私人成本，因此從整體社會的觀點說，塑膠吸管的生產數量過多，故選(C)。 ,B,解題關鍵：本題的核心觀念是學生應先理解「大量使用塑膠吸管造成的健康與生態問題屬於外部成本」。答題關鍵在於當外部成本存在時，社會成本＝私人成本＋外部成本，故社會成本會高於私人成本，導致過度生產的情形 解  析：大量使用塑膠吸管造成的健康與生態問題屬於外部成本，故政府實施管制政策，當外部成本存在時，社會成本=私人成本+外部成本。 (A) 由於市場經濟生產者不必負擔外部成本，故從市場經濟的觀點，當外部成本存在時，廠商生產塑膠吸管的成本相對下降，因此會增加生產，而在需求不變的狀況下，均衡價格會下降，均衡數量會增加。簡言之，廠商因成本下降而增產，但可透過價格機能達到均衡，並無生產過多的問題 (B) 由於整體社會必須負擔外部成本，故從整體社會的觀點來看，廠商生產的塑膠吸管數量會過多。因此為正確答案 (C)(D)由於外部成本的存在，會使社會成本高於私人成本，因而從整體社會的觀點，政府應該管制塑膠吸管的使用 ,"53. ◎ 大量使用塑膠吸管所造成的健康與海洋生態破壞問題讓人擔憂。假定某國的民意強烈要求政府應立刻大幅度限制塑膠吸管的使用，且依據現行法律，主管機關已有充分法律授權可發布命令、訂定實施細則與開始日期，以管制塑膠吸管使用；但該機關卻認為茲事體大，仍依循該國法律對制訂行政命令的過程，預先將草案公告周知，並依法舉辦聽證，廣納各界意見，再審慎決定規定內容。請問：52. 依據題文資訊並從供需架構分析，森林野火對該國當年葡萄酒市場有何影響？ 請在答題卷表格中勾選一項變化，並說明若葡萄酒價格不變，此時供給量與需求 量之間出現的現象可稱為？（3 分，10 字內）(A)社會成本高於私人成本，從市場經濟的觀點塑膠吸管的生產數量過多, (B)社會成本高於私人成本，從整體社會的觀點塑膠吸管的生產數量過多, (C)私人成本高於社會成本，從市場經濟的觀點政府應管制塑膠吸管使用, (D)私人成本高於社會成本，從整體社會的觀點政府應管制塑膠吸管使用"
111年學測-社會科第53題,0.0,C,### 正確的答案：C                                ### 解釋：解  析：題幹說明國家法律已授權主管機關可訂定管制塑膠吸管使用的法規，且主管機關已預訂立法，加上社會對塑膠吸管的使用已有質疑與健康問題，足見社會成本（包括了不利於環境健康的外部成本）高於私人成本，因此從整體社會的觀點說，塑膠吸管的生產數量過多，故選(C)。 ,A,從題幹敘述「來自黎巴嫩、埃及、印度」物產可知某國曾統治過上述地區，故選「波斯」。,"53. ◎ 某國為興建首都，從統治的各地徵集材料，包括：來自黎巴嫩的針葉林木材；埃及的銀、銅；印度的象牙。請問：52. 馬拉巴海岸最可能位在圖 6 中何處？(A)甲 (B)乙 (C)丙 (D)丁, (A)波斯帝國 (B)羅馬帝國 (C)法蘭西王國 (D)德意志帝國"
111年學測-社會科第62題,0.0,C,                         正確的答案：C                           解釋：(A)為私有財產制。(B)違反正體的自治。(D)原住民不是公法人。,D,解  析：(A) 原住民取用林木資源仍受國家支配，不符合國際人權觀念與多元文化發展趨勢 (B) 山地與平地原住民立委選區的區分係承繼以往概念，並無改變 (C) 臺灣光復以後，政府沿襲日本人舊有的土地制度和管理的範圍，設立原住民保留地，多屬於公有土地，必須向土地管理機關承租或承購，因此原住民仍非土地的主人、並未取得土地的所有權，未能凸顯原住民族的權利主體地位 (D) 原住民族可以透過部落公法人取得權利主體的地位，使得原住民族的集體權利獲得保障，符合現代國際人權觀念與多元文化發展趨勢。因此為正確答案 ,"62. ◎ 日治時期，臺灣總督府為開發山林資源，拓殖其經濟利益，初期認為山林中的「蕃人」是阻礙開發的「凶惡之徒」，不但不承認其傳統權益，甚至用武力征伐；後期又進行大規模「集團移住」計畫，迫使各原住民部落離開其傳統生活空間，遷移到山腳地帶。部落間原有的往來因此被切斷，重新配置的部落也無法和其他部落建立合作關係，以致內部社會關係瓦解，達到總督府期待的可使原住民「舊來勢力關係中斷」。以立霧溪流域的太魯閣族群來說，集團移住的結果，不僅部落被撤離原居住地，且多數部落遭到分割，還有許多部落被嵌入布農族的傳統領域，造成賽德克族、太魯閣族及布農族混居的情況。請問：62. 題文所述總督府的支配控制及治理措施，有些仍影響至今，包括現行有關原住民 族權益的相關法制；但也有些已經因應國際人權觀念趨勢、多元文化發展而有所 改變。下列政策何者最能凸顯這樣的改變？(A)國家為國有林地所有權人，原住民得由政府機構許可取用森林資源, (B)將原住民立法委員的選舉，分為「山地」與「平地」原住民選舉區, (C)設立原住民保留地以保障原住民生計，並限制將土地轉予非原住民, (D)設有部落會議的原住民族部落，經核定後可取得公法人的主體地位"
111年學測-社會科第62題,0.0,C,                         正確的答案：C                           解釋：(A)為私有財產制。(B)違反正體的自治。(D)原住民不是公法人。,A,瓜地馬拉位於中美洲，最可能發生地震和遭遇颱風。,"62. 當時傳教士在上述都督區傳教時，記錄許多當地特殊的地理現象。這些現象最 可能包括下列何者？ 甲、颶風（颱風） 乙、地震 丙、龍捲風 丁、沙塵暴(A)甲乙 (B)甲丁 (C)乙丙 (D)丙丁, "
109年學測-社會科第1題,0.0,B,                         正確的答案：(B)                           解釋：(A)社團成立不需政府立案。(B)社團與政府機關立場獨立，應維持中立性。(C)企業的立場與社團目標是否符合，是否接受捐助，與中立性無涉。(D)朋友也是社團一員，無須限制加入。,C,(A)成立團體不一定要向政府立案。(B)社團有其理念及目標，立場不需中立。(D)親友可加入社團，社團是人民可自主參與的團體。,"1. 王老師任教於濱海小鎮，發現常有不肖業者傾倒廢土，破壞生態環境，導致潮間 帶紅樹林逐年萎縮，因而集結在地人士組織社團，宣揚保育理念，避免紅樹林進 一步流失。關於王老師透過結社參與公共事務的行動，下列敘述何者為正確？(A)成立社團後，應儘速向政府立案，否則會成為非法組織, (B)該社團若接受行政機關補助，將無法維持角色的中立性, (C)社團可接受企業捐助擴充資源，但應注意企業環保立場, (D)王老師應拒絕親友加入社團，以避免違背社團之公共性"
109年學測-社會科第3題,0.0,B,                         正確的答案：B                           解釋：(A)立法=法律(B)司法=司法改革(C)立法=立法程序(D)選項已列出相關法律及立法期間，故以立法為報告主題。,A,題幹表格呈現三個社會團體，與其倡議促成的立法案例，故(A)「我國利益團體與公共政策制定」最有可能是此報告的主題。(B)雖然三部法律皆是為了保障弱勢群體，但選項未提及社會團體，較不適合當作報告的主題。(C)與題幹無關。(D)僅法律扶助法為司法制度改革。,"3. 小芳為完成一項課堂報告，整理多筆資料，表 1 是其中三筆： 表 1 編號 倡議者 相關法律 倡議期間 1 車禍受難者救援協會 強制汽車責任保險法 1988-1996 2 兒童福利聯盟文教基金會 兒童及少年福利法 2001-2003 3 民間司法改革委員會 法律扶助法 2001-2003 依據表中訊息，下列何者最可能是報告的主題？(A)我國利益團體與公共政策制訂, (B)我國弱勢群體保障的立法案例, (C)我國立法院的職權與立法程序, (D)我國民間團體與司法制度改革, "
109年學測-社會科第4題,0.0,B,                         正確的答案：B                                ### 解釋：(A) 依民法規定，男女雙方年滿18歲可結婚，不須父母同意。(B) 依民法規定，父母之命婚姻無效，但如雙方為成年人，且有接受婚姻關係之意思，則法院可宣告該婚姻有效。(C) 婚姻法律行為由當事人自行辦理，無須年滿二十歲，須取得父母同意。(D) 婚姻係絕對不能以合意宣告無效。,A,(A)依民法規定，男 18 歲、女 16 歲可結婚，但未滿 20 歲之人結婚需得法定代理人同意。(B)婚約需當事人為之，父母之命的婚約無效。(C)男滿 18 歲、女滿 16 歲即可結婚。(D)代訂婚約無效，且婚姻採登記結婚，須向戶政機關登記。,"4. 民國初年新文化運動時期，曾有 19 歲大學生某甲寫信回家，表示自己與班上 同齡女同學談戀愛，要求取消父母早已為他訂下的親事。信中還說：儘管大部 分人都接受父母之命的婚姻，但自己要和傳統勢力戰鬥到底。如果甲身處現在 的臺灣，當甲向律師諮詢時，下列何者最可能是律師的回答？(A)如甲與女同學已辦理結婚登記，甲之婚姻未經父母同意無法生效, (B)基於親權，父母之命的婚姻無須登記即有效，但甲成年後可撤銷, (C)甲的年紀未滿二十歲，因為他尚未成年，依民法不能與他人結婚, (D)甲可與由父母代訂親事的女方，共同合意以書面宣告該婚姻無效"
109年學測-社會科第6題,0.0,CD,                         正確的答案：(C)(D)                                ### 解釋：(A)直升機搜救費用為投資性支出。 (B) 政府購置直升機之投資性支出不計入移轉性支出， rather 為資本支出。 (C) 罰鍰費用計入賠償收入之收入項目。 (D) 救援費用計入規費收入之收入項目。 故選(C)(D)。 ,D,(A)消費性支出。(B)投資性支出。(C)罰鍰費用並非賠償收入，二者均屬其他收入。,"6. 近年來臺灣登山人口增加，山難事件時有所聞，常需內政部空勤總隊出動直升 機搜救。許多縣市政府公告登山活動自治管理條例，未依原登山計畫而改變活 動路線或範圍，因此發生事故者，除應繳交相關救援費用外，還應繳交罰鍰。 題文涉及的政府支出與收入之計算，以下敘述何者正確？(A)政府出動直升機的費用計入投資性支出, (B)政府購置直升機的經費計入移轉性支出, (C)登山客所繳交之罰鍰費用計入賠償收入, (D)登山客所繳交之救援費用計入規費收入"
109年學測-社會科第7題,0.0,C,                         ### 正確的答案：C                           ### 解釋：主題測試，解析：此為時間限制的生產可能線問題，在未取得優惠前，勇士戰力升級數為6，弓箭手戰力升級數為4，獲得優惠後弓箭手戰力升級數增加2，故原勇士戰力升級數為新弓箭戰力升級數減2，產生線的右移。(A)線向右移。(B)線向左移。(C)線右移最明顯。(D)線右移，且生產可能線斜率變大。,A,因抽到的是弓箭手升級速度加倍，勇士升級速度不變，故縱軸不變，橫軸往外移。,"7. 某新款遊戲中有兩種角色可以選擇，分別是勇士和弓箭手。原本小新玩一小時 遊戲，不管是只選擇勇士或只選擇弓箭手，最高可讓該角色的戰力升五級，但 一小時內也可以任意轉換角色。某日小新抽到弓箭手升級速度加倍的一小時優 惠，若以弓箭手戰力升級數為橫軸，勇士戰力升級數為縱軸，並以實線代表獲 得優惠前每一個小時的生產可能線，在其他條件不變下，下列哪一個示意圖最 適合用來顯示此優惠對小新一小時生產可能線的影響？ 勇 勇 勇 勇 士 士 士 士 戰 戰 戰 戰 力 力 力 力 升 升 升 升 級 級 級 級 數 數 數 數 弓箭手戰力升級數 弓箭手戰力升級數 弓箭手戰力升級數 弓箭手戰力升級數(A) (B) (C) (D), "
109年學測-社會科第14題,0.0,AC,                         正確的答案：(A)(C)                           解釋：(A)由小風的發言可知，國家以刑法處罰同性戀，違反公平正義，故該國政治情勢有危機。(B)小雲的發言認為不公平的刑罰特赦僅對圖林一人，不公平之處在於其他同是被定罪者，是否也有不公平之處，非判斷是否需要特赦的依據。(C)由小風的發言可知，其主張同性戀應受司法保護，不得以刑罰處置，符合「有效遏止的手段」。,B,小風不認為同性戀應受到處罰，因為其行為與他人無涉，亦未傷害他人。(C)主張刑罰宜用來遏止特定犯罪，不應濫刑，故亦不宜用刑罰來處罰非屬特定犯罪的同性戀者。(A)(B)(D)皆主張使用刑罰。(B)認為在影響交通安全時，應該處罰酒駕行為，但同性戀者並未影響他人。§大考中心答案為(Ｂ)根據題幹，小風認為同性戀不應受到處罰，因為同性戀的行為與他人無涉，亦未傷害他人。選項(B)認為如酒駕行為影響交通安全，就應加以處罰。若以此意見之觀點，容易得出「當同性戀行為影響他人時，則應予以處罰」之結論。然而同性戀並非一「會影響他人之行為」，無論如何皆不應受到處罰，由此可知(B)選項容易讓人誤解同性戀會被處罰，並不妥適。選項(C)主張「刑罰應對特定犯罪採取有效遏止的手段，不應濫刑」，因此，若非對「特定犯罪」「有效遏止」的刑罰，皆不應使用。同性戀既非特定犯罪，便不應受到處罰，符合小風認為同性戀者不應被處罰的想法。故管見以為選項(C)亦屬可選。,"14. ◎ 2013 年時，英國女王依據英國法律授權，宣布特赦現代電腦科學先驅者艾倫˙圖林（Alan Turing）。圖林在二次大戰時因為成功破解納粹的密碼，對當時的盟方有極大貢獻。但是他後來卻因為被警察發現有同性戀行為，而依英國刑法法律定罪。在該法條被廢止前，估計有 4 萬 9 千名男同性戀被判有罪。圖林後來接受化學去勢，以避免坐牢，他的工作也被剝奪。小風和小雲二人對此事有以下的討論：小風：我不太能認同的是為何要以刑法處置同性戀？為何兩名男子間的愛情行為，與他人無涉，會受到國家的處罰？他們有傷害到其他人嗎？小雲：我不太能認同的地方在於，為何面對過去的不正義，但是結果卻只有圖林一人獲得特赦？13. 依據題文訊息判斷該國政治的情勢，下列推論何者最適當？(A)該國政府面臨有效統治與政策正當性的危機, (B)該國政府的統治權力主要依賴傳統型的權威, (C)該國缺乏定期改選機制以致無法有效反映民意, (D)該國行政機關未能依法行政且文官未保持中立, (A)刑法應以維護社會傳統習俗接受的情感道德為規範目的, (B)喝酒為個人嗜好，但酒駕影響交通安全，應該加以處罰, (C)刑事處罰應對特定犯罪採取有效遏止的手段，不應濫刑, (D)應以刑罰禁止個人攝食太多甜食，以避免個人健康受損"
109年學測-社會科第23題,0.0,C,                         正確的答案：(C)                                ### 解釋：(C)依據題幹中「N 242°00.0′、N 237°50.0′」可知，該圖為實際的地球地圖，符合N72°30′00.0″、E121°25′00.0″的位置，故選(C)。 (A)該圖為實際地球地圖，並非等比例的投影圖。 (B)中緯線通過原點，故在圖中會形成弧線。 (D)該圖為實際地球地圖，故不會有大洋出現在圖內。 ,A,題幹「美國在東亞，從日本、韓國到菲律賓，推動的一連串土改之一環」為美國之戰後(冷戰時期)圍堵政策的防線，並與反共有關。,"23. 學者評論戰後臺灣三七五減租，認為：推動減租並非只是時任臺灣省主席陳誠 施政理念的落實。由於三七五減租是在中美聯合機構—中國農村復興聯合委 員會的協助下展開，所以它也可視為是美國在東亞，從日本、韓國到菲律賓，推 動的一連串土地改革之一環。亦即，土地改革是特定條件下推動的政策，其政治 性超越經濟性。就此評論來看，這位學者所強調的三七五減租之目的最可能是：(A)防堵共產勢力擴張 (B)創造土地最大效益, (C)改善臺灣產業結構 (D)避免資本主義盛行"
